"date","close"
2005-01-03,428.700012207031
2005-01-04,428.5
2005-01-05,426.600006103516
2005-01-06,421
2005-01-07,418.899993896484
2005-01-10,419.100006103516
2005-01-11,421.899993896484
2005-01-12,426.100006103516
2005-01-13,424.5
2005-01-14,422.700012207031
2005-01-18,423.200012207031
2005-01-19,423
2005-01-20,422.399993896484
2005-01-21,426.700012207031
2005-01-24,426.899993896484
2005-01-25,422
2005-01-26,426.899993896484
2005-01-27,426.299987792969
2005-01-28,425.799987792969
2005-01-31,421.799987792969
2005-02-01,420.799987792969
2005-02-02,421.100006103516
2005-02-03,416.600006103516
2005-02-04,414
2005-02-07,413.600006103516
2005-02-08,412.600006103516
2005-02-09,412.899993896484
2005-02-10,417.200012207031
2005-02-11,420.5
2005-02-14,425.799987792969
2005-02-15,425.899993896484
2005-02-16,425.5
2005-02-17,427.299987792969
2005-02-18,427.100006103516
2005-02-22,434.5
2005-02-23,434.899993896484
2005-02-24,434.5
2005-02-25,434.899993896484
2005-02-28,436.5
2005-03-01,432.899993896484
2005-03-02,432.799987792969
2005-03-03,429.899993896484
2005-03-04,434.200012207031
2005-03-07,435
2005-03-08,440.299987792969
2005-03-09,442.100006103516
2005-03-10,442.799987792969
2005-03-11,446.200012207031
2005-03-14,441.100006103516
2005-03-15,440.899993896484
2005-03-16,443.700012207031
2005-03-17,438.700012207031
2005-03-18,439.299987792969
2005-03-21,431.100006103516
2005-03-22,431.299987792969
2005-03-23,425.200012207031
2005-03-24,424.700012207031
2005-03-28,425.899993896484
2005-03-29,426
2005-03-31,428.700012207031
2005-04-01,425.899993896484
2005-04-04,423.899993896484
2005-04-05,424.5
2005-04-06,427.100006103516
2005-04-07,426.5
2005-04-08,426.899993896484
2005-04-11,428.600006103516
2005-04-12,427.600006103516
2005-04-13,429.299987792969
2005-04-14,424
2005-04-15,424.899993896484
2005-04-18,427.5
2005-04-19,432.899993896484
2005-04-20,435.299987792969
2005-04-21,433
2005-04-22,434.299987792969
2005-04-25,434.600006103516
2005-04-26,437.899993896484
2005-04-27,433
2005-04-29,435
2005-05-02,429.5
2005-05-03,426.700012207031
2005-05-04,429
2005-05-05,429.799987792969
2005-05-06,426.100006103516
2005-05-09,426.200012207031
2005-05-10,427.200012207031
2005-05-11,427.200012207031
2005-05-12,421.600006103516
2005-05-13,420.200012207031
2005-05-16,418.899993896484
2005-05-17,419.399993896484
2005-05-18,421.5
2005-05-19,420.5
2005-05-20,417.399993896484
2005-05-23,416.600006103516
2005-05-24,417.5
2005-05-25,418.799987792969
2005-05-26,418
2005-05-27,419.799987792969
2005-05-31,416.299987792969
2005-06-01,415.299987792969
2005-06-02,422.700012207031
2005-06-03,423.700012207031
2005-06-06,426.5
2005-06-07,424.799987792969
2005-06-08,424.700012207031
2005-06-09,424.200012207031
2005-06-10,427.399993896484
2005-06-13,429.299987792969
2005-06-14,427.5
2005-06-15,429.100006103516
2005-06-16,436.200012207031
2005-06-17,438.299987792969
2005-06-20,438.399993896484
2005-06-21,438.899993896484
2005-06-22,438.100006103516
2005-06-23,441.700012207031
2005-06-24,440.5
2005-06-27,440.299987792969
2005-06-28,436.399993896484
2005-06-30,435.899993896484
2005-07-01,427.799987792969
2005-07-05,422.899993896484
2005-07-06,423.5
2005-07-07,423.299987792969
2005-07-08,422.899993896484
2005-07-11,425.5
2005-07-12,426.299987792969
2005-07-13,423.899993896484
2005-07-14,419.600006103516
2005-07-15,420.700012207031
2005-07-18,420.5
2005-07-19,419.700012207031
2005-07-20,421.700012207031
2005-07-21,425.399993896484
2005-07-22,424.700012207031
2005-07-25,425.700012207031
2005-07-26,423.399993896484
2005-07-27,424.700012207031
2005-07-28,427.299987792969
2005-07-29,429.899993896484
2005-08-01,431.899993896484
2005-08-02,431.899993896484
2005-08-03,436.899993896484
2005-08-04,437.899993896484
2005-08-05,437.200012207031
2005-08-08,434.700012207031
2005-08-09,434.200012207031
2005-08-10,436.5
2005-08-11,445.5
2005-08-12,445.899993896484
2005-08-15,442.200012207031
2005-08-16,446.100006103516
2005-08-17,439.899993896484
2005-08-18,439.5
2005-08-19,437.200012207031
2005-08-22,438.100006103516
2005-08-23,439.399993896484
2005-08-24,437.299987792969
2005-08-25,438.399993896484
2005-08-26,437.399993896484
2005-08-29,437
2005-08-30,431.200012207031
2005-08-31,433.799987792969
2005-09-01,442.299987792969
2005-09-02,444.200012207031
2005-09-06,444.399993896484
2005-09-07,444.899993896484
2005-09-08,446.700012207031
2005-09-09,449
2005-09-12,449.700012207031
2005-09-13,446.100006103516
2005-09-14,449.799987792969
2005-09-15,455.5
2005-09-16,459.5
2005-09-19,466.700012207031
2005-09-20,466.200012207031
2005-09-21,468.899993896484
2005-09-22,466.600006103516
2005-09-23,463.5
2005-09-26,465.899993896484
2005-09-27,462.600006103516
2005-09-28,469.700012207031
2005-09-29,472.200012207031
2005-09-30,469
2005-10-03,466.100006103516
2005-10-04,466.100006103516
2005-10-05,466.100006103516
2005-10-06,471.899993896484
2005-10-07,474.700012207031
2005-10-10,475.100006103516
2005-10-11,477.100006103516
2005-10-12,473.899993896484
2005-10-13,471.100006103516
2005-10-14,469.200012207031
2005-10-17,474.100006103516
2005-10-18,472.100006103516
2005-10-19,463.5
2005-10-20,461
2005-10-21,467
2005-10-24,465
2005-10-25,472.799987792969
2005-10-26,471.200012207031
2005-10-27,473.799987792969
2005-10-28,473
2005-10-31,465.100006103516
2005-11-01,458.799987792969
2005-11-02,462.799987792969
2005-11-03,460.100006103516
2005-11-04,456.299987792969
2005-11-07,459
2005-11-08,460.899993896484
2005-11-09,466.299987792969
2005-11-10,466.600006103516
2005-11-11,468.299987792969
2005-11-14,468.200012207031
2005-11-15,468.100006103516
2005-11-16,478.299987792969
2005-11-17,486.200012207031
2005-11-18,485.600006103516
2005-11-21,489
2005-11-22,492.600006103516
2005-11-23,492.100006103516
2005-11-28,498.299987792969
2005-11-29,499.100006103516
2005-11-30,494.600006103516
2005-12-01,502.5
2005-12-02,503.299987792969
2005-12-05,508.899993896484
2005-12-06,510.200012207031
2005-12-07,514.299987792969
2005-12-08,519.299987792969
2005-12-09,527
2005-12-12,528.400024414062
2005-12-13,521
2005-12-14,506.5
2005-12-15,503.899993896484
2005-12-16,503.399993896484
2005-12-19,503.600006103516
2005-12-20,494.600006103516
2005-12-21,493
2005-12-22,502.700012207031
2005-12-23,503
2005-12-27,508
2005-12-28,514.200012207031
2005-12-29,515.700012207031
2005-12-30,517.099975585938
